item	site	category	subcategory	description
Meteorite	Elden Ring Wiki	Magic	Sorceries	"One of the glintstone sorceries that manipulates gravitational forces.
Summons a void that emits a rain of small meteorites.Hold to continue the effect.
The sorcery originates from the Onyx Lords, who had skin of stone, and were called lords in reverential fear of their destructive power.
"
Crystal Barrage	Elden Ring Wiki	Magic	Sorceries	"One of the glintstone sorceries of the Academy of Raya Lucaria.
Fires a volley of glintstone crystal shards.Charging increases potency.
A sorcery of the Crystal Cadre, a group of sorcerers who pursue the wisdom of stone - the secrets locked in the faint cogitation of the Crystalians.
"
Bloodflame Blade	Elden Ring Wiki	Magic	Incantations	"A Blood Oath incantation, granted by the Lord of Blood.
Engulfs armament held in the right hand with bloodflame.This incantation can be cast while in motion.
After dealing damage, bloodflame continues to build up onset of blood loss for a very short time.
"
Scholar's Armament	Elden Ring Wiki	Magic	Sorceries	"One of the glintstone sorceries of the Academy of Raya Lucaria.
Enchants armaments held in the right hand with magic-affinity attacks.This sorcery can be cast while in motion.
Taught to the Knights of the Cuckoo by the academy as payment for their contract.
"
Founding Rain of Stars	Elden Ring Wiki	Magic	Sorceries	"The eldest primeval sorcery, said to have been discovered by an
ancient astrologer. A sorcery of legendary status.
Summons a dark cloud of stars overhead. Shortly after, the cloud
will release a violent deluge of star rain. This sorcery can be cast
while in motion. Charging increases potency.
Thought to be the founding glintstone sorcery. The glimpse of the
primeval current that the astrologer saw became real, and the
stars' amber rained down on this land.
"
Lightning Strike	Elden Ring Wiki	Magic	Incantations	"One of the incantations of the capital's ancient dragon cult.
Summons a bolt of lightning that scatters and spreads around the surrounding area.This incantation can be cast repeatedly.
Ancestors of the modern dragons, the ancient dragons had scales of Gravel Stone and wielded lightning as their weapon. It is said that they once attacked Leyndell, the Royal Capital.
"
Swift Glintstone Shard	Elden Ring Wiki	Magic	Sorceries	"One of the glintstone sorceries of the Academy of Raya Lucaria.The glintstone serves as a conduit, launching swift magical projectiles at foes.This sorcery can be used without delay after performing another action.Those unworthy of the stone crown typically end their brief journey into sorcery here.
"
O Flame!	Elden Ring Wiki	Magic	Incantations	"Incantation of the Fire Monks.
Momentarily sparks roaring flame from the caster's hand.Charging enhances potency.
The Giants' Flame still smolders upon the distant northernmountaintop, and the Fire Monks are its guardians.
"
Briars of Sin	Elden Ring Wiki	Magic	Sorceries	"An aberrant sorcery discovered by exiled criminals.
Theirs are the sorceries most reviled by the academy.
Wounds the caster with thorns of sin, creating a spiral of bloodthorns.
This sorcery can be cast repeatedly, up to three times.
"
The Flame of Frenzy	Elden Ring Wiki	Magic	Incantations	"Incantation originating from the maddening Three Fingers.
Causes the yellow flame of frenzy to burst forth from the caster's eyes.
Charging increases the range of the burst.
The flame of frenzy deals damage and causes buildup of madness. This incantation also causes buildup of madness in the caster, and is only effective against Tarnished.
"
Unendurable Frenzy	Elden Ring Wiki	Magic	Incantations	"Incantation originating from the maddening Three Fingers. Causes the yellow flame of frenzy to violently burst forth from the caster's eyes. Hold to continue channeling the flame. This incantation can be used while in motion. It is the maddening pain and unstoppable tears of those afflicted with the flame of frenzy brought into being. 
"
Shattering Crystal	Elden Ring Wiki	Magic	Sorceries	"Sorcery of the mysterious Crystalians.Creates a mass of crystal, then shatters it in a forward burst.Charging enhances potency.The Crystalians are inorganic beings, yet they live. They cleave close to the ideals of the primeval current, and as such, they are revered guests of the sorcerers.
"
Ekzykes's Decay	Elden Ring Wiki	Magic	Incantations	"Superior incantation of Dragon Communion.Channels the power of Ekzykes, the Decaying.
Transforms caster into a dragon to spew scarlet rot breath from
above.Charging extends duration. This incantation can be cast while
 jumping.
Ekzykes, Dragon Communion Revenger, did not forget his hatred even as he succumbed to the scarlet rot.
"
Comet	Elden Ring Wiki	Magic	Sorceries	
Eternal Darkness	Elden Ring Wiki	Magic	Sorceries	"Forbidden sorcery of Sellia, Town of Sorcery.
Creates a space of darkness that draws in sorceries and
incantations.
This sorcery can be cast while in motion.
Originally a lost sorcery of the Eternal City; the despair that
brought about its ruin made manifest.
"
Cannon of Haima	Elden Ring Wiki	Magic	Sorceries	"One of the glintstone sorceries of the Academy of Raya Lucaria.Lobs an explosive magic projectile that flies in an arc.Charging enhances potency.Drawn from the conspectus of Haima, the adjudicator of the academy, this sorcery employs might as a means to quell conflict.
"
Magic Glintblade	Elden Ring Wiki	Magic	Sorceries	"An old sorcery of the Carian Royal Family.
Creates a sigil overhead, from which an enemy-seeking glintblade appears after a brief delay. This sorcery can be used while in motion. 
Charging increases the delay. Said to be the prototype of the sword-phalanx soerceries wielded by royal enchanted knights
"
Bestial Vitality	Elden Ring Wiki	Magic	Incantations	"Incantation taught by Gurranq, the Beast Clergyman.
Fills the body with bestial vigor, restoring HP over a period of time.
Having gained intelligence, the beasts must have felt how their wildness slipped away as civilization took hold.
"
Gravity Well	Elden Ring Wiki	Magic	Sorceries	"One of the glintstone sorceries that manipulates gravitational forces.Fires a projectile of condensed gravitational force. Those struck by it will be pulled toward the caster.Charging enhances potency.A gravitational technique studied by the young Radahn. His master was an Alabaster Lord with skin of stone.
"
Poison Armament	Elden Ring Wiki	Magic	Incantations	"Incantation of the servants of rot.
Enchants armament held in the right hand with poison.This incantation can be cast while in motion.
Those who dwell within poison know rot all too well. The death that begets life, that comes to all equally. That is to say: it is the cycle of rebirth put into practice.
"
Dragonclaw	Elden Ring Wiki	Magic	Incantations	"One of the incantations of Dragon Communion.
Transforms caster into a dragon to tear through foes with dragon claws. Allows one follow-up attack.
Incantation of those who have hunted dragons and feasted upon their hearts. This is a pure and overwhelming power.
"
Flame Sling	Elden Ring Wiki	Magic	Incantations	"An incantation from the Fire Monks, guardians of the giants' flame of ruin. Produces and throws a ball of raging fire. Charging up this incantation makes it more powerful and cases the ball to explode. Fire beguiles those who look upon it. Those who would guard the flame would also come to worship it.
"
Carian Phalanx	Elden Ring Wiki	Magic	Sorceries	"One of the sorceries of the Carian royal family.
Creates a defensive arch of numerous magic glintblades overhead, 
which automatically attack nearby foes.This sorcery can be used cast while in motion.
An enhanced version of the glintblade sorcery used by enchanted
 knights.
"
Golden Lightning Fortification	Elden Ring Wiki	Magic	Incantations	"An incantation of Erdtree Worship.
Greatly increases lightning damage negation for the caster and nearby allies.
Hold to continue praying, delaying the effect.
This incantation was used by the knights of the Erdtree during the assault by the great ancient dragon Gransax, and the bitter War of the Ancient Dragons that followed.
"
Great Heal	Elden Ring Wiki	Magic	Incantations	"Superior incantation of the Two Fingers' faithful.
Greatly heals HP for the caster and nearby allies. Hold to continue praying and delay activation.
The Two Fingers has high hopes for the Tarnished; that even if they should be wounded, even should they fall, they will continue to fight for their duty.
"
Greatblade Phalanx	Elden Ring Wiki	Magic	Sorceries	"One of the sorceries of the Carian royal family.Creates a defensive arch of larger magic glintblades overhead, which automatically attack nearby foes.Used by the enchanted troll knights.They were the comrades of the young Rennala, bound by oath.
"
Flame of the Fell God	Elden Ring Wiki	Magic	Incantations	"This legendary incantation is one of several that draws directlyfrom the power of the Fire Giants.Releases a ball of raging fire said to be inhabited by a fell god. Thefireball floats toward enemies and explodes, setting the areaablaze.Arghanthy, the chief guardian of the Flame, had kept this incantation a well-kept secret until it was stolen by Adan. The fell god still lurks within the Fire Giants.
"
Glintstone Cometshard	Elden Ring Wiki	Magic	Sorceries	"One of the glintstone sorceries of the Academy of Raya Lucaria.Fires a magical comet with a trailing tail.This sorcery can be cast repeatedly and while in motion. Charging enhances potency.A sorcery of the Karolos Conspectus, the most venerable of the academy.
"
Night Comet	Elden Ring Wiki	Magic	Sorceries	"One of the night sorceries of Sellia, Town of Sorcery.
Fires a semi-invisible magic comet.This sorcery can be cast repeatedly and while in motion. Charging enhances potency.
The Sellian sorcerers were assassins, and it is said that they often hunted their fellows.
"
Elden Stars	Elden Ring Wiki	Magic	Incantations	"This legendary incantation is the most ancient of those that derive from the Erdtree.
Creates a stream of golden shooting stars that assail the area.
It is said that long ago, the Greater Will sent a golden star bearing a beast into the Lands Between, which would later become the Elden Ring.
"
Glintstone Arc	Elden Ring Wiki	Magic	Sorceries	"Fires a horizontal arc of magic that spreads outward.This sorcery can be cast repeteadly and while in motion.
Granted to sorcererers who depart from the academy to embark on
journeys, in order to fend off large groups of would-be adversaries.
Fools often roam in packs.
"
Lord's Divine Fortification	Elden Ring Wiki	Magic	Incantations	"Incantation taught to Gideon the All-Knowing by the Two 
Fingers.
Greatly increases holy damage negation for the caster and nearby 
allies.
Hold to continue praying and delay activation.
Gideon gained true knowledge after his long exchange with the 
Two Fingers - discovering all had been broken long ago; that the 
trembling fingers, bent with age, and the Erdtree itself, were no 
exception.
"
Ambush Shard	Elden Ring Wiki	Magic	Sorceries	"One of the night sorceries of Sellia, Town of Sorcery.Launches a projectile from a distance removed from the caster, so as to strike the enemy from behind.This sorcery can be cast repeatedly.The Sellian sorcerers were assassins, and it is said that they often hunted their fellows.
"
Frenzied Burst	Elden Ring Wiki	Magic	Incantations	"Incantations originating from the maddening Three Fingers.
Releases concentrated blasts of the yellow flame of frenzy from the caster's eyes.
Charging enhances potency, enabling the blasts to penetrate the enemy's guard.
In times past, every single person who attempted to control the flame of frenzy succumbed to madness after a desperate internal struggle. This incantation is testament to a meager victory.
"
Black Flame's Protection	Elden Ring Wiki	Magic	Incantations	"A black flame incantation of the Godskin Apostles.
Summons black fire within, increasing physical damage negation. 
However, sacred flasks and other such forms of HP restoration are 
impaired.
The Apostles were all embraced by the Gloam-Eyed Queen, and 
the black flame was their armor within.
"
Discus of Light	Elden Ring Wiki	Magic	Incantations	"One of the incantations of the Golden Order fundamentalists.
Produces a ring of light and fires it forwards. The ring of light returns to a position close to the caster before disappearing. This incantation can be cast repeatedly.
A gift from the young Miquella to his father, Radagon.
"
Scouring Black Flame	Elden Ring Wiki	Magic	Incantations	"A black flame incantation of the Godskin Apostles.Sweeps a wide area before the caster with black flame.Charging enhances range.The black flame could once slay gods. But when Maliketh sealed Destined Death, the true power of the black flame was lost.
"
Pest Threads	Elden Ring Wiki	Magic	Incantations	"Incantation of the servants of rot.
Secretes countless sticky threads, launching them forwards.
A technique of the pale pests who crawl through the lands afflicted by scarlet rot; the abandoned children of the goddess.
""Do you have an interest in rot incantations?""
"
Honed Bolt	Elden Ring Wiki	Magic	Incantations	"One of the incantations of the capital's ancient dragon cult.
Summons a bolt of lightning to strike foes from above.This incantation can be cast repeatedly.
Long ago, Godwyn the Golden defeated the ancient dragon
 Fortissax, and befriended his fallen foe — an event that gave rise to
 the ancient dragon cult in the capital.
"
Aspects of the Crucible: Tail	Elden Ring Wiki	Magic	Incantations	"One of the ancient Erdtree incantations.
Creates a supple tail that sweeps through foes before the caster.Charging enhances potency.
This is a manifestation of the Erdtree's primal vital energies - anaspect of the primordial crucible, where all life was once  blendedtogether.
"
Magma Breath	Elden Ring Wiki	Magic	Incantations	"One of the incantations of Dragon Communion.
Transforms caster into a wyrm to spew magma breath.
Allows one follow-up attack.
Those who have performed the Dragon Communion will find
their humanity slowly slipping away. Once they fully succumb to
their fate, they are left no more than wyrms that crawl the earth.
"
Vyke's Dragonbolt	Elden Ring Wiki	Magic	Incantations	"Incantation of Vyke, knight of the Roundtable Hold.
Summons red lightning to bolster both the caster's body and their armament held in the right hand. Enchants armaments with lightning-affinity attacks and increases maximum equipment load. However, lightning damage negation will be reduced.
Of all the knights, Vyke the Dragonspear was the one Lansseax loved the most.
"
Night Maiden's Mist	Elden Ring Wiki	Magic	Sorceries	"One of the night sorceries of Sellia, Town of Sorcery.
Releases a life-sapping silver mist before the caster, dealingdamage to all caught within, including the caster.This sorcery can be cast while in motion.
Below Sellia, the Eternal City of Nokron sleeps. This sorceryoriginates from the maiden of that place.
"
Glintstone Icecrag	Elden Ring Wiki	Magic	Sorceries	"Sorcery said to have been used by the old snow witch.
The glintstone serves as a conduit, launching a mass of cold magic.
This sorcery can be cast repeatedly and while in motion.
The snowy crone taught the young Ranni to fear the dark moon
as she imparted her cold sorcery.
"
Magic Downpour	Elden Ring Wiki	Magic	Sorceries	"One of the sorceries of the Carian royal family.
Summons a mass of magic that fires projectiles over a wide area.This sorcery can be cast while in motion. Charging extendsduration.
Said to have been taught by the Crystalians to mark the swearingof the old concord.
"
Burn O Flame!	Elden Ring Wiki	Magic	Incantations	"One of the incantations that draws directly from the power of the
 Fire Giants.
Raises a series of flame pillars around the caster.
Charging further increases the number of flame pillars.
The Fire Giants borrowed from the power of a fell god, and still
 they were defeated. Yet their failure released them from their
 solitary curse: to serve as keepers of the Flame for eternity.
"
Stars of Ruin	Elden Ring Wiki	Magic	Sorceries	"Legendary sorcery devised by Lusat, primeval sorcerers. 
Fires twelve dark shooting stars that pursue the target. This sorcery can be cast while in motion. Charging increases potency.
When Lusat glimpsed into the primeval current, he beheld the final moments of a great star cluster, and upon seeing it, he too was broken. 
"
Oracle Bubbles	Elden Ring Wiki	Magic	Sorceries	"Sorcery of the claymen who served as priests in the ancient
dynasty.
Produces several small magical bubbles that drift towards foes
before they naturally pop.
Charging increases the delay before the bubbles pop.
The claymen search for lost oracles within their bubbles.
"
Carian Piercer	Elden Ring Wiki	Magic	Sorceries	"One of the sorceries of the Carian royal family.
Conjures a magic greatsword to impale foes.Charging lengthens the initial step in.
This sorcery forms a counterpart to Carian Greatsword.
Highly lethal when used against single foes riding alone.
"
Heal	Elden Ring Wiki	Magic	Incantations	"Incantation of the Two Fingers' faithful.
Heals HP for the caster and nearby allies.Hold to continue praying and delay activation.
The Two Fingers has high hopes for the Tarnished; that even if 
they should be wounded, even should they fall, they will continue
 to fight for their duty.
"
Divine Fortification	Elden Ring Wiki	Magic	Incantations	"Incantation of the Two Fingers' faithful.
Increases holy damage negation.This incantation can be cast while in motion.
Follow the path that has been set for you, and you will make enemies of all others: the monks, the sorcerers, the ancient dragon knights and the scions of gold. Heed me — the Lands Between offers no welcome to the Tarnished.
"
Ancient Death Rancor	Elden Ring Wiki	Magic	Sorceries	"Sorcery of the servants of Death.
Summons a horde of vengeful spirits that chase down foes. Charging enhances potency.
They are cinders of the ancient death hex, raked from the fires of ghostflame by Deathbirds.
"
Frozen Lightning Spear	Elden Ring Wiki	Magic	Incantations	"Incantation that channels the power of the Dragonkin Soldiers.Creates a spear of ice lightning and stabs it into the ground fromabove. On impact, the spear will burst into trails of lightning advancing forwards.The Dragonkin were born in the Eternal City, where they knewno true sky, nor true lightning. Instead, ice lightning was theirweapon.
"
Gelmir's Fury	Elden Ring Wiki	Magic	Sorceries	"One of the sorceries developed from the magma of Mt. Gelmir.
Conjures a surge of magma from the earth, covering the area.
Charging extends the surge of magma.
This sorcery is held to represent the fury of the volcano, but the
arrogance of attempting to harness it is solely that of men and
serpents.
"
Black Flame Ritual	Elden Ring Wiki	Magic	Incantations	"Superior black flame incantation of the Godskin Apostles. 
Summons a circle of black flame pillars around the caster. Charging increases the size of the circle.
The Gloam-Eyed Queen led the apostles. It is said that she was an Empyrean chosen by the Fingers.
"
Death Lightning	Elden Ring Wiki	Magic	Incantations	"Incantation that channels the power of the ancient dragon
Fortissax, now corrupted by Death.
Strikes surroundings with a storm of Death lightning.
Inflicts Death blight upon foes.
Charging extends duration of the storm.
It said that this golden lightning was wielded by Godwyn, who
befriended Fortissax.
"
Loretta's Mastery	Elden Ring Wiki	Magic	Sorceries	"Sorcery used by Loretta, Knight of the Haligtree. Creates a magic greatbow and fires four great arrows simultaneously. Charging enhances potency. Hold to keep the great arrows nocked. Developed by Loretta after her long, bloody journey to seek out a place where the Albinaurics could live in peace. 
"
Explosive Ghostflame	Elden Ring Wiki	Magic	Sorceries	"Sorcery of the servants of Death.
Strike the ground with the staff, triggering an explosion of ghostflame that burns the surrounding area.
In the time when there was no Erdtree, death was burned in ghostflame. Deathbirds were the keepers of that fire.
"
Star Shower	Elden Ring Wiki	Magic	Sorceries	"One of the glintstone sorceries of the Academy of Raya Lucaria.Fires six magic shooting stars that pursue the target.This sorcery can be cast while in motion. Charging enhances potency.The most difficult to master of the Olivinus Conspectus sorceries.
"
Theodorix's Magma	Elden Ring Wiki	Magic	Incantations	"Superior incantation of Dragon Communion. Channels the power of the great wyrm Theodorix. Transforms caster into a great wyrm to spew a large volume of magma breath. Allows one follow-up attack. The name of the ancient troll warrior Theodorix lives on — as a hero of the War against the Giants. 
"
Rancorcall	Elden Ring Wiki	Magic	Sorceries	"Sorcery of the servants of Death.
Summons vengeful spirits that chase down foes. Charging enhances potency. 
Once though lost, this ancient death hex was rediscovered by the necromancer Garris. 
"
Glintstone Breath	Elden Ring Wiki	Magic	Incantations	"One of the incantations of Dragon Communion.
Transforms caster into a dragon to spew magic breath.Charging extends duration.
Those extraordinary individuals who perpetuate DragonCommunion are called the dragon-hearted.
"
Lord's Heal	Elden Ring Wiki	Magic	Incantations	"Incantation bestowed by the Two Fingers upon the Tarnished
deemed worthy of becoming a lord.
Heals a massive amount of HP for the caster and nearby allies.
Hold to continue praying and delay activation.
Tarnished - O, Tarnished! Seek the Erdtree and stand before
Marika, its Queen. Become the Elden Lord!
"
Protection of the Erdtree	Elden Ring Wiki	Magic	Incantations	"A superior incantation of Erdtree Worship.
Increase damage negation for all affinities except physical, for both the caster and nearby allies.Hold to continue praying and delay activation.
In the beginning, everything was in opposition to the Erdtree. But through countless victories in war, it became the embodiment of Order.
"
Black Blade	Elden Ring Wiki	Magic	Incantations	"Power gleaned from the remembrance of Maliketh.
Caster creates an illusory black blade, then leaps forward to 
deliver a spinning slash that emits a wave of light. 
This can be followed up with one additional attack.
This blade was once imbued with Destined Death. In addition to 
dealing damage, it reduces foes' maximum HP and continues to 
sap their current HP for a very short time.
"
Whirl O Flame!	Elden Ring Wiki	Magic	Incantations	"Superior Incantation of the Fire Monks. 
Creates a spiraling stream of fire that burns the area before the caster. Charging enhances potency and reach. 
Fire beguiles those who gaze into it. And so the guardians of the flame are also its worshippers. 
"
Terra Magica	Elden Ring Wiki	Magic	Sorceries	"One of the glintstone sorceries of the Academy of Raya Lucaria.
Draws an academy sigil upon the ground, raising the magic strength of those within.
Once, the sigil would be cast from the highest belfry of the academy, covering the entire institution's grounds. This spell allows such vivid experience of spell—casting success, it turns many a fledgling into a true sorcerer in a flash of newfound understanding.
"
Flame Fortification	Elden Ring Wiki	Magic	Incantations	"Incantation of the Two Fingers' faithful.
Increases fire damage negation.
This incantation can be cast while in motion.
Follow the path that has been set for you, and you will make 
enemies of all others: the monks, the sorcerers, the ancient dragon 
knights, and the scions of gold. Heed me – the Lands Between 
offers no welcome to the Tarnished.
"
Crystal Release	Elden Ring Wiki	Magic	Sorceries	"Sorcery of the mysterious Crystalians.Creates a mass of crystal, then shatters it to scour a wide area with a violent rain of crystal shards.This sorcery is used by high-ranking adepts among the Crystalians. Some also call this sorcery ""the Crystal Sun.""
"
Rotten Breath	Elden Ring Wiki	Magic	Incantations	"One of the incantations of Dragon Communion.
Transforms caster into a dragon to spew scarlet rot breath.Charging extends duration.
Those extraordinary individuals who perpetuate DragonCommunion are called the dragon-hearted.
"
Law of Regression	Elden Ring Wiki	Magic	Incantations	"Incantation of the Golden Order fundamentalists.One of the key fundamentals.
Heals all negative statuses, dispels special effects, and reveals mimicry in all its forms.
The fundamentalists describe the Golden Order through the powers of regression and causality. Regression is the pull of meaning; that all things yearn eternally to converge.
"
